,Tweet,Date
178,"RT @sqcrypto: Chaincode is looking for a bitcoin engineer to join them in New York for a heist. They’ve already got a demolitions expert, a…",2020-02-10 23:57:00
179,"RT @hodlonaut: Retweet if you agree it's time for @joerogan to bring on a Bitcoiner again. 

Since the last time Andreas was there, the wor…",2020-02-10 23:56:56
180,"RT @Panama_TJ: Bitcoin Halving Progress:

95 days until Bitcoin Halving

▓░░░░░░░░░░░░░░ 5%",2020-02-10 23:56:56
181,"Things I would tell my younger self:

* Don't try to 'save' girls, just be yourself and gauge their response

* Buy… https://t.co/xC4ToTovQm",2020-02-10 23:56:53
182,RT @rcastano: Anypay’s co-founder Steven Zeiler said in an announcement today that #Bitcoin was “worthless for payments”.  Acknowledges the…,2020-02-10 23:56:53
183,"RT @PotCoin: PotCoinCards now available!
Buy PotCoins with PayPal
#pot #btc #bitcoin #cannabis #marijuana #cryptocurrencies http://t.co/Zlr…",2020-02-10 23:56:52
184,"RT @kurtybot: Why #bitcoin? 

Money so dirty it spreads a virus. 

https://t.co/ZYK92YjTcf",2020-02-10 23:56:50
185,"RT @Bitsahara: 0.001 BTC #Giveaway !

🔸RT &amp; Follow @Bitsahara
🔸Tag Friends!
🔸Download https://t.co/pE8DZE0aKL to receive!

1 WINNER in 48 H…",2020-02-10 23:56:47
186,"@five_books @JohnQuiggin Guys, if you truly want to learn economics and at the same time delve deep into one of the… https://t.co/SErQR64elp",2020-02-10 23:56:46
187,"RT @PeterMcCormack: Sobering reality check. Having spent the day at the border, Bitcoin is helping in a few niche cases but the problems re…",2020-02-10 23:56:41
188,RT @fundstrat: @JTornbury @PowerLunch Dow to $30k.  #bitcoin to $40k,2020-02-10 23:56:38
189,"investing in bitcoin has actually saved my life, thank you to elon musk for introducing it me now i can feed my family",2020-02-10 23:56:37
190,"RT @OkcashCrypto: Pushing Crypto Adoption Forward to empower the users!
Thanks to everyone involved in the ROKOS Bitcoin / Crypto Full node…",2020-02-10 23:56:36
191,"RT @PeterMcCormack: Sobering reality check. Having spent the day at the border, Bitcoin is helping in a few niche cases but the problems re…",2020-02-10 23:56:33
192,"RT @APompliano: Most traditional finance folks don't understand Bitcoin's asymmetry.

If they miss a stock investment, there are thousands…",2020-02-10 23:56:32
193,"RT @PowerLunch: The #Bitcoin surge has wowed investors, but is it a better bet than U.S. equities for 2020 and beyond? @fundstrat's Tom Lee…",2020-02-10 23:56:25
194,Living in Ireland? Scared that Sinn Fein could soon be in power? Crypto actually fixes this (a bit) #bitcoin… https://t.co/oS3EBy92My,2020-02-10 23:56:24
195,"RT @Rhett800cc: #Zclassic should be able to attract the best developers RIGHT NOW

If I give you $15k in $ZCL and it does 100x to RavenCoin…",2020-02-10 23:56:21
196,RT @_Crypto_Maniac_: Announcement is coming as told by Marvin and Mr Pool #XRP #XRPTheStandard https://t.co/8MLko9a3B0,2020-02-10 23:56:17
197,"RT @PeterB93736243: I'll send 10$ in $xrp to someone who: 📣

1. Follows me&amp; 
@GalaxyTraging

2. Tag 3 friends 🙋‍♂️
3. Like &amp; retweet ❤️

If…",2020-02-10 23:56:17
198,RT @BigCheds: Nice starter guide if you are new to Crypto $BTC #Bitcoin,2020-02-10 23:56:16
199,RT @themooncarl: Finding #Bitcoin now is like realizing the potential of the E-mail in the early 1990s.,2020-02-10 23:56:10
200,RT @WeissCrypto: #Tezos (#XTZ) is among the leading altcoins which continue to outperform #Bitcoin price action in 2020. Tezos market cap h…,2020-02-09 23:59:59
201,"RT @decoin_io: #Decoin launched credit cards payments!

You can now Buy Bitcoin or other supported currency with your Credit-Card from @dec…",2020-02-09 23:59:59
202,"There was over $1.5 billion stolen from exchanges.
If you don't own your private keys your crypto is not 100% safe.… https://t.co/SBceEUVVxT",2020-02-09 23:59:57
203,RT @zeusyeet: Who's ready for new a #bitcoin giveaway?,2020-02-09 23:59:51
204,Halving is everything #Bitcoin,2020-02-09 23:59:48
205,"RT @rektcapital: Monumental hype came when Bitcoin hit $10,000 for the first time in 2017

Euphoria came in after that

$BTC has once again…",2020-02-09 23:59:46
206,"RT @zeusyeet: 🎁 20$ $BTC #GIVEAWAY

⭐️Follow me &amp; @ChooseBitCash
⭐️Retweet &amp; Like
⭐️Tag 2 friends or more..
⭐️Turn on notification🔔

⏰ Roll…",2020-02-09 23:59:40
207,"RT @freebitco: Lottery Round 245 ends tomorrow!
Visit FreeBitcoin to claim Free Lottery tickets or wager your best to earn Free Lottery Tic…",2020-02-09 23:59:37
208,According to @bitcoin_brown thorough research $DAG will jump to 145 or $COTI will dip to 123. This concludes today’… https://t.co/YpY0njnCdk,2020-02-09 23:59:37
209,@bross925 @Bitcoin Sadly yes,2020-02-09 23:59:34
210,"Bitcoin Breaks Above $10,000 in Spot Market https://t.co/eEssURV4k9 https://t.co/f9J7AKqnyz",2020-02-09 23:59:32
211,"RT @bpsycho1: Need to pay the electric bill (250) and get more work clothes to replace destroyed ones
#showupforwishes
#comradecrowdfund
#p…",2020-02-09 23:59:32
212,Lol... “The first real-world transaction happened in 2010 when a #bitcoin miner bought two #pizzas from a Papa John… https://t.co/69nyaOtNXQ,2020-02-09 23:59:30
213,How many BITS are there? $btc #BITCOIN https://t.co/dyfNBZL3Ua,2020-02-09 23:59:29
214,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/Kb5qB072x2,2020-02-09 23:59:21
215,"RT @StakerZero: Let the Cloud Earning begin!
Sign up now and get 200 PHT Bonus.

Claim your invite: https://t.co/Z6BBefuj6G

#Bitcoin #Bloc…",2020-02-09 23:59:20
216,"RT @Bakkt: Wouldn’t it be great if you could open a digital wallet and view your rewards accounts, crypto, game points… converted into cash…",2020-02-09 23:59:20
217,"RT @cryptoshion: 🎁 0.001 $BTC  &amp; 50 $SCC #giveaway 

Rules to Participate: 
➡️Follow us , @stakecube  &amp; @Osaidbk
➡️Like &amp; RT this 
➡️Tag 2…",2020-02-09 23:59:16
218,"RT @CInvestINC: I want to give back to the #Bitcoin community I'm giving  $180 to a random person. To win #giveaway you must.
.
1. Like &amp; R…",2020-02-09 23:59:16
219,"RT @bitcoin_clara: #TempeteCiara, #coronavirus, #earthquake, #volcano, #StormSabine, #FireFightAustralia: all over the world, I worried abo…",2020-02-09 23:59:15
220,RT @misir_mahmudov: Bitcoin - the ultimate savings technology https://t.co/gisfEcZsA3,2020-02-09 23:59:15
221,Follow the bitcoin confirms account for the heartbeat of bitcoin blocks in your timeline. https://t.co/Hu4zGPVwow,2020-02-09 23:59:13
222,RT @boy_xrp: @MrCatEyes @_SidiCharif I’d research. In fact . It’s the opposite of what you think. https://t.co/fJn4cPpwMz — I know of a guy…,2020-02-09 23:59:09
223,"RT @bloqport: Today in Crypto:

• Bitcoin hits new yearly high
• US Fed to launch digital currency
• Bakkt’s BTC futures at ATH
• Tron CEO…",2020-02-09 23:59:08
224,"What if I believed in Bitcoin about 8 years ago, and I bought it instead of spending $100 per month for gas/diesel,… https://t.co/MPccPydAhR",2020-02-09 23:59:02
225,"RT @bloqport: Best investments of the last decade:

#Bitcoin: +9,000,000%
Netflix: +4,177%
Amazon: +1,787%
Mastercard: +1,126%
Apple: +966%…",2020-02-09 23:58:59
226,@DavidBCollum What's a rocket surgeon? Perhaps someone who has stitched together a great #Bitcoin plan.,2020-02-09 23:58:58
227,"RT @bloqport: The Bitcoin Halvening is in less than 100 days.

1st Halvening: +13,000%
2nd Halvening: +12,000%

3rd Halvening: BTC's inflat…",2020-02-09 23:58:56
228,RT @vocalbofficial: How to get bitcoin for free [ Top Ways ] https://t.co/nHjWgSNTU7 #vocalb #bitcoin #free #earn #crypto #twentytwenty #ge…,2020-02-09 23:58:54
229,usd30k unrealized profit by holding btc hahaha #Bitcoin,2020-02-09 23:58:53
230,"RT @bloqport: Just For Perspective:

Fiat: $220 trillion
Real Estate: $150 trillion
US Stocks: $75 trillion
Gold: $8 trillion

Entire Bitco…",2020-02-09 23:58:53
231,I wish @Twitter had some kind of AI that allowed me to block entire topics by identifying tweets that fit into thes… https://t.co/ejUBzCCun7,2020-02-09 23:58:52
232,"I hate to say it but #bitcoin maxi’s are right #xrp is a shit coin, shit gets everywhere where as pyramids like… https://t.co/i4CzA3qPyV",2020-02-09 23:58:52
233,"RT @bitcoin_clara: #TempeteCiara, #coronavirus, #earthquake, #volcano, #StormSabine, #FireFightAustralia: all over the world, I worried abo…",2020-02-09 23:58:51
234,"RT @JacobCanfield: The financial elite will tell you #Bitcoin is a scam until they've accumulated enough Bitcoin.

By then, Bitcoin will be…",2020-02-09 23:58:50
235,"RT @themooncarl: Bitcoin $10,000 🚀

Most epic #Bitcoin video ever!

""The Run of the Golden Bull"" https://t.co/j0ADMPMN8A",2020-02-09 23:58:50
236,RT @bloqport: BREAKING: Japan lawmakers say China’s Digital Yuan risks financial collapse and is calling for a review. China is expected to…,2020-02-09 23:58:50
237,"RT @brian_armstrong: Excited to see #Bitcoin back above $10k. Real progress continues to happen, independent of irrational exuberance or di…",2020-02-09 23:58:50
238,@Y_deGaia @MartyBent Tweets like this make me bullish af on #bitcoin,2020-02-09 23:58:48
239,"RT @bloqport: BREAKING: CME #Bitcoin Futures have hit a 3.5-month high, breaking above $10,000. https://t.co/BOI5uCrVKt",2020-02-09 23:58:47
240,"RT @bloqport: Just For Perspective:

Fiat: $220 trillion
Real Estate: $150 trillion
US Stocks: $75 trillion
Gold: $8 trillion

Entire Bitco…",2020-02-09 23:58:45
241,"@banks_220 Bitcoin the rising digital currency as for Today 
B1=$10,234
You want to start earning from that pot wit… https://t.co/8Yw5dqMoRL",2020-02-09 23:58:41
242,"RT @bloqport: Today in Crypto:

• CME #Bitcoin futures break $10K
• BTC transactions at 5-month high
• Bitcoin ATMs surpass 500 globally
•…",2020-02-09 23:58:39
243,RT @CarCampIt: What will happen as miners are able to pay CapEx and O&amp;M costs with #bitcoin rather than having to exchange it for fiat,2020-02-09 23:58:37
244,"RT @ArcIrisofficia1: Trading Crypto currency is the beginning of financial freedom 💵💵
We mine cryptocurrencies eco-friendly and to the succ…",2020-02-09 23:58:35
245,"RT @bloqport: #Bitcoin hit $10,000 for the first time in 2020, its highest level since October last year.

We’re currently up 40% YTD, incr…",2020-02-09 23:58:32
246,"RT @bloqport: BREAKING: The U.S. Dollar is trading at its lowest level against #Bitcoin this year, sliding below 10,000 sats per $USD.",2020-02-09 23:58:28
247,"RT @OkcashCrypto: Pushing Crypto Adoption Forward to empower the users!
Thanks to everyone involved in the ROKOS Bitcoin / Crypto Full node…",2020-02-09 23:58:25
248,"A week later, it was sent.
Let’s go.
$BTC $ETH $XTZ #Bitcoin https://t.co/Un3rzUzi2i",2020-02-09 23:58:25
249,"RT @DraxFTW_: 💵$50 ETH/PayPal Giveaway!
The winner can take ETH or PayPal

🔘Follow @DraxFTW_ and @BitplazaMobile
🔘Retweet
🔘Subscribe https:…",2020-02-09 23:58:25
250,RT @BTCstJournal: BTC bull market confirmed / Weekly chart https://t.co/BUXZdhyqYR #bitcoin https://t.co/R6V3RZV6BL,2020-02-09 23:58:24
251,"RT @CryptoAdventure: 📰 ZeBitcoin Review -Is It Safe and How Does It Work?

@ZeBitcoincom is a Toulouse, France based cryptocurrency broker…",2020-02-09 23:58:24
252,"RT @alex13eriksson: DON'T MISS OUT ON GENERATIONAL WEALTH!

There's a reason why #bitcoin NEVER dies and that lies in its hardness.

There…",2020-02-09 23:58:24
253,"RT @MarketWatch: Bitcoin back above $10,000 for first time since September https://t.co/dteJzHUdDX",2020-02-09 23:58:24
254,"RT @bloqport: This Week in Crypto:

• #Bitcoin smashes $10,000
• BTC hits 500M transactions
• Bitcoin hits new yearly high
• US Fed to laun…",2020-02-09 23:58:23
255,"RT @mmmmurf: Bitcoin back above $10,000 for first time since September https://t.co/9ZmOSQOAxN",2020-02-09 23:58:19
256,RT @bloqport: BREAKING: Japan lawmakers say China’s Digital Yuan risks financial collapse and is calling for a review. China is expected to…,2020-02-09 23:58:19
257,"RT @Subhamc62949538: 🚀🥳🥳 Congratulations to all Bitcoin holders #Bitcoin hit 10000$ Again 🚀🚀🚀

@CryptoFinally 

@coinkit_ mon 0.5 100 dgb h…",2020-02-09 23:58:18
258,"I think we could get a pull back soon on bitcoin strong resistance ahead
Btc ltc bnb doge xrp xlm https://t.co/MzL8ykyepk",2020-02-09 23:58:15
259,BTC bull market confirmed / Weekly chart https://t.co/BUXZdhyqYR #bitcoin https://t.co/R6V3RZV6BL,2020-02-09 23:58:15
260,"RT @bloqport: 21,000,000 #Bitcoin
7,000,000,000 people
0.003 $BTC per person 

Just a thought.",2020-02-09 23:58:14
261,"RT @bloqport: Fiat supply: Unlimited 
Gold supply: Unknown 
Bitcoin supply: Only 21 Million 

“Fiat works for one. Gold works for some. #Bi…",2020-02-09 23:58:12
262,"RT @BTCTN: BCH Merchant Directories Now List 4,300 Bitcoin Cash-Accepting Businesses https://t.co/fEZ9muXL5k https://t.co/26fJD8tnas",2020-02-09 23:58:12
263,@FOMOBYDICK This is the last time to buy Bitcoin under $4,2020-02-09 23:58:11
264,"RT @ihatecodee: Bitcoin: *exists*

the universe:
.  * .  * .🌙   *    .  *  ☄️. *  ✨ .
   * .  🌍  * .  🌕 *   .  *   🌟  .  
   .    *  you’re…",2020-02-09 23:58:11
265,"RT @Chi_be_kem: Let's leave em boobs for now. 

This guy deserves an award
😂😂😂😂😂

So full of life

Bill Gates Tariq #Bitcoin #deezell   Gre…",2020-02-09 23:58:06
266,"RT @MarketWatch: Bitcoin is up more than 40% year to date, leading a crypto rally.
https://t.co/eoNeYD3wDL",2020-02-09 23:58:04
267,"This Simple Analysis Says Bitcoin Will Jump 15% to $11,500 in Coming Weeks https://t.co/qKpRYJXfmY https://t.co/KwUFupJfnv",2020-02-09 23:58:04
268,"RT @howtobanano: Vite Wallet Airdrop Reminder: Claim Your Share of 5 Million BANANO!
@vitexexchange @vitelabs #airdrop #crypto @bananocoin…",2020-02-09 23:58:00
269,"RT @bloqport: BREAKING: CME #Bitcoin Futures have hit a 3.5-month high, breaking above $10,000. https://t.co/BOI5uCrVKt",2020-02-09 23:57:56
270,"RT @PJGrube: I love scattering #BSV everywhere. I send 4 cents with a post note  -
1 back half to 2 others
- So the receiver gets 4 then se…",2020-02-09 23:57:53
271,"If #Bitcoin raised all that in two candles and it took so long to down, why now would it not take to raise and down… https://t.co/fPb0p4S2EH",2020-02-09 23:57:53
272,"#bitcoin trending in #china and on #Weibo. may want to keep your eyes 👀 on this
👉might be indicative of #investors… https://t.co/5fBAUIWn7T",2020-02-09 23:57:52
273,"RT @SeyiSpencerNG: This is it. #Bitcoin10k  🔥
Next stop is $20,000USD
✅",2020-02-09 23:57:51
274,"RT @zeusyeet: 🎁 20$ $BTC #GIVEAWAY

⭐️Follow me &amp; @ChooseBitCash
⭐️Retweet &amp; Like
⭐️Tag 2 friends or more..
⭐️Turn on notification🔔

⏰ Roll…",2020-02-09 23:57:50
275,"#Bitcoin
Follow for some tip 😘😘😘

@cctip_io draw 1000000 VYA 100",2020-02-09 23:57:40
276,"RT @cryptochangex: One and original Satoshi nakamoto is better than the whole ver gang and faketoshi :

https://t.co/MDRzxG5OFX

#btc #bitc…",2020-02-09 23:57:39
277,"This Simple Analysis Says Bitcoin Will Jump 15% to $11,500 in Coming Weeks https://t.co/TKV024CvOQ",2020-02-09 23:57:31
278,"RT @MarketWatch: Bitcoin back above $10,000 for first time since September https://t.co/dteJzHUdDX",2020-02-09 23:57:29
279,"RT @BetllerOfficial: ⚡️60% of what your referrals pay in betting fees! ⚡️

Earn #BTC just by inviting friends!

👉 https://t.co/M4wP77e4jL…",2020-02-09 23:57:28
280,"Bitcoin traders aren't satisfied with traditional finance standards. They are used to trading 24/7, using BTC for m… https://t.co/t9BMXVnCWy",2020-02-09 23:57:27
281,"RT @MarketWatch: Bitcoin back above $10,000 for first time since September https://t.co/dteJzHUdDX",2020-02-09 23:57:27
282,"RT @bloqport: $100 Bitcoin Giveaway:

To celebrate reaching 5,000 followers and #Bitcoin smashing $10,000 we're giving away some #BTC

Rule…",2020-02-09 23:57:24
283,"I like the comparisons between $BTC vs $GOLD

And $ETH being the #Computer and $LINK being the #Internet.

Pretty m… https://t.co/klBukJ8fpf",2020-02-09 23:57:24
284,"RT @NewYorkCoinNYC: Read the history behind #NYCoin 

https://t.co/qrEuUT1zbt

#OpenSource project since 2014

#newyorkcoin is a faster, fr…",2020-02-09 23:57:22
285,"bitcoin【仮想通貨；a decentralized digital currency】…The bitcoin, a kind of cybermoney, is initially traded among hackers.",2020-02-09 23:57:22
286,"Bitcoin has started rising to $ 100,000 https://t.co/f1QE8diZJA https://t.co/c0V1SDsHvU",2020-02-09 23:57:20
287,"#BuyAnyLight #Token #Tokensale #cryptocurrency #Eth #Bitcoin
Wonderful project.Any one please invest BayAnyLight To… https://t.co/IbQcvJ8yhh",2020-02-09 23:57:20
288,"@DeHuntisOn @FriarHass @BTCSchellingPt @00iamgru00 @indepreserve Hey @DeHuntisOn @FriarHass, we'll be integrating a… https://t.co/z4fHfbarjg",2020-02-09 23:57:17
289,"BCH Merchant Directories Now List 4,300 Bitcoin Cash-Accepting Businesses https://t.co/U3oZEYhIM5 https://t.co/gSV4aKwyfu",2020-02-09 23:57:16
290,AYYYYE BITCOIN BROKE $10K TODAY I TOLD YOU IT WOULD,2020-02-09 23:57:14
291,"RT @zeon_coin: The updated version of Token Swap Instruction includes: a new video how to swap tokens on P2PB2B, a list of blocked addresse…",2020-02-09 23:57:14
292,"RT @CindiKit: 🚀StakeBroker. com🚀
🚀StakeMarkets. com🚀
🚀StakeMaker. com🚀
🚀otcmarket. io🚀

Defi #DomainNames Available!

See More #Defi, #stak…",2020-02-09 23:57:13
293,"This is it. #Bitcoin10k  🔥
Next stop is $20,000USD
✅ https://t.co/53vk2JiDZJ",2020-02-09 23:57:10
294,"RT @BitcoinTina: My message to #bitcoin #hodlers.

Be patient, don't dca out.

Holding on at insane prices will be very hard.

Let the mark…",2020-02-09 23:57:09
295,"RT @IXX_Official: Claim your $10 no deposit #trading #bonus now: 

Start trading #cryptocurrency for free

create account here https://t.co…",2020-02-09 23:57:07
296,"RT @XSNofficial: Stakenet Facts:

Stakenet is a #LightningNetwork ready, open-source platform for decentralised applications with it’s nati…",2020-02-09 23:57:05
297,"MLB ⚾ Source: Dodgers, Twins agree to new Maeda deal https://t.co/7WbFzBKYL1 ►  https://t.co/0I4IIflkwI  √ https://t.co/aFFRArf7Ef",2020-02-09 23:57:04
298,I love bitcoin and bitcoin loves me 💕,2020-02-09 23:57:03
299,"New post: ""BCH Merchant Directories Now List 4,300 Bitcoin Cash-Accepting Businesses"" https://t.co/99gqNdkEYd",2020-02-09 23:57:03
300,"RT @charliebilello: 2-Year Yields...
Switzerland: -0.80%
Germany: -0.65%
Denmark: -0.65%
Slovenia: -0.64%
Netherlands: -0.63%
Belgium: -0.6…",2020-02-08 23:59:59
301,"RT @DaddyCool1991: This is going to be an interesting 24 hours.

#Bitcoin",2020-02-08 23:59:55
302,"@Bitcarla 3.8 billion boys, 21 million bitcoins. You’re be better off wanting 1000 boys and one bitcoin.",2020-02-08 23:59:55
303,Bullflag heaven #bitcoin $btc,2020-02-08 23:59:55
304,"RT @IvanOnTech: #BITCOIN IS PUSHING FOR $10K!!!

We all know $10k is inevitable...

We all know #Bitcoin is going big this year...

This ma…",2020-02-08 23:59:51
305,RT @blockandchain: #Bitcoin price is ready for a dump?! 👀 https://t.co/GRhPiaV6Zk,2020-02-08 23:59:51
306,"RT @BitcoinSV: craig is satoshi

bsv is bitcoin

dont talk about price

there can only be one coin",2020-02-08 23:59:51
307,"RT @CryptoJChains: If I get to 10k followers before bitcoin gets to $10k I’ll give away 1 full $BTC. 

Also, please follow our #podcast @Be…",2020-02-08 23:59:48
308,"(UTC+01) - You should see #BTC aim for 10K. Next SIX hours MAX.

WATCH !!!

#bitcoin #crypto #blockchain",2020-02-08 23:59:47
309,"RT @RobertBeadles: Yo💥💥💥
Enter to WIN $100💰💰💰💰

What’s a Security Coin?

RETWEET, WATCH video then Follow pinned comments instructions💪
htt…",2020-02-08 23:59:40
310,"RT @JimsHodling: It's time to start helping my fellow Twitter friends.

Hit me up if you want some tips about:
- Bitcoin
- Altcoins
- inter…",2020-02-08 23:59:40
311,"RT @get_pei: ┳┻|
┻┳|
┳┻|
┻┳|
┳┻|
┻┳|
┳┻|
┻┳|
┳┻|
┻┳|
┳┻|
┻┳|
┳┻| _
┻┳| •.•) 
┳┻|⊂ﾉ  reminder that you can earn free bitcoin by using pei",2020-02-08 23:59:39
312,"RT @2020Xrp: Bitcoin dominance on the left Altcoin index on the right. 

Altseason is here boys and girls don’t listen to the maxis. 

It’s…",2020-02-08 23:59:37
313,RT @xbtnews: Darknet Operator Faces 30 Years in Jail yet his Arrest Raises Many https://t.co/gtU77uZFM3 #bitcoin #bitcoinnews #btc #cryptoc…,2020-02-08 23:59:37
314,"BitMEX $BTC Whale:
$2,000,000 worth of #Bitcoin sold at $9,908.5 23:59:36 2020/02/08
| 💰💰💰💰💰 Hey Hey Heyyyyyyyyy",2020-02-08 23:59:36
315,RT @nspowerinc: SCAM ALERT: We’re warning customers of a phone scam. The caller poses as NSP and tells customers their service will be cut…,2020-02-08 23:59:29
316,RT @love2everywon: @centerinventor1 @CaseyAffleck1 @Randy_Couture @McConaughey @BenAffleck @zachbraff @JimmyKimmelLive @JimCarrey @mattreev…,2020-02-08 23:59:23
317,@krugermacro The narrative will be the Coronavirus……,2020-02-08 23:59:22
318,"4h $vet bullish pennant is forming + stochastic bottomed, + hidden bullish divergence. let's hope #Bitcoin don't do… https://t.co/JByV4YeoV4",2020-02-08 23:59:21
319,Bitcoin price index https://t.co/o7UcHJUhC6 #USD #EUR #CNY #GBP #RUB https://t.co/dDkrtyBWMp,2020-02-08 23:59:21
320,"RT @FeraSY1: #Bitcoin is pumping, we are all HAPPY
Now, How will ur portfolio perform if (Just in case) got a nasty rejection 1K red candle…",2020-02-08 23:59:20
321,"RT @aantonop: Invitation to read and collaborate in the ""Mastering Lightning"" book:

https://t.co/isCHgvWkV0

#LightningNetwork #LN
#Bitcoi…",2020-02-08 23:59:15
322,"RT @TheAliceSmith: Free speech = diversity of opinion 

Free markets = diversity of supplier

Armed citizens = diversity of security

Bitco…",2020-02-08 23:59:14
323,RT @MMcrypto: Come on #Bitcoin! Give us these 4 beautiful 0‘s behind the 1!,2020-02-08 23:59:13
324,"Half hourly price update (USDT):

• BSV (Bitcoin): $336.58

Dead forks:

• BTC (Blockstream Turd Coin): $9893.50
• BCH (BTrash): $448.00",2020-02-08 23:59:11
325,How cryptotwitter is gonna feel when $BTC Bitcoin reaches $10k again! 😂 https://t.co/Y384kRriEC,2020-02-08 23:59:03
326,"What if I believed in Bitcoin about 8 years ago, and I bought it instead of spending $500 every year for Christmas… https://t.co/JxjvFpZGjw",2020-02-08 23:59:02
327,"RT @girlgone_crypto: Be kind, love fully, buy #bitcoin. That is all. https://t.co/VYZkNv0M7M",2020-02-08 23:58:55
328,RT @love2everywon: @centerinventor1 @CaseyAffleck1 @Randy_Couture @McConaughey @BenAffleck @zachbraff @JimmyKimmelLive @JimCarrey @mattreev…,2020-02-08 23:58:53
329,#Bitcoin  Best returning Asset of the Decade...📈...💰💰💰 https://t.co/2TD2htWa1N,2020-02-08 23:58:49
330,"RT @RobertBeadles: Yo💥💥💥
Enter to WIN $100💰💰💰💰

What’s a Security Coin?

RETWEET, WATCH video then Follow pinned comments instructions💪
htt…",2020-02-08 23:58:49
331,@centerinventor1 @CaseyAffleck1 @Randy_Couture @McConaughey @BenAffleck @zachbraff @JimmyKimmelLive @JimCarrey… https://t.co/CNjly39gRV,2020-02-08 23:58:48
332,"RT @RobertBeadles: Yo💥💥💥
Enter to WIN $100💰💰💰💰

What’s a Security Coin?

RETWEET, WATCH video then Follow pinned comments instructions💪
htt…",2020-02-08 23:58:47
333,"@IvanOnTech @PeterSchiff Why only Bitcoin? Why not Litecoin? Or Zcash? Or Monero? Or another crypto?
I think people… https://t.co/W7szW8YJZN",2020-02-08 23:58:47
334,"@goddessmatching ways you can tribute 💖 VERIFIED 💖

cashapp: $angelbxbyxxx

only fans: https://t.co/csZUg4n6se

gif… https://t.co/7Ul4ju2cvb",2020-02-08 23:58:46
335,"Analyst: #Bitcoin is about to see “fireworks” as short positions enter dangerous territory

https://t.co/QKxaMrt7KE",2020-02-08 23:58:40
336,"RT @CryptoTownEU: 🚀 Airdrop : SilkroadCoin
💰 Value: $ 50 + $ 5
💸 50 + 5 SRC 

📖 Step-by-step guide :
1. Talk with the telegram bot: https:/…",2020-02-08 23:58:38
337,Basketball-China lead the way to Tokyo in women's qualifiers https://t.co/USt9h1hqWU ⟶ via https://t.co/0I4IIflkwI https://t.co/cMZi0gQlO5,2020-02-08 23:58:32
338,"RT @reggaesteem: #JAHMFEST 2020, the #Steem powered Caribbean Blockchain Retreat (this June in Negril 🇯🇲) has been listed on @CoinMarketCal…",2020-02-08 23:58:30
339,@zooko @dantwany This is probably just miners converting to fiat.  The reality is that there remain zero demand to… https://t.co/5WeTcXq5jJ,2020-02-08 23:58:28
340,"RT @litecoin_bull: People who tell me #Bitcoin will upend global finance and ruin the US dollar don’t understand what is happening! 

#Cryp…",2020-02-08 23:58:28
341,"RT @FredNewbloke: Hi @HuobiGlobal, I want to trade $Ring on your exchange. #cryptocurrency #litecoincash #lcc #bitcoin #doge #dash #ring ht…",2020-02-08 23:58:26
342,RT @CryptoBull: Bitcoin $10k within 1 hour or I delete this tweet,2020-02-08 23:58:23
343,"#Bitcoin 
If you send me a friend request and later ask me to invest in a mining projet for maximum profit,, I will… https://t.co/fsfZhhR9Rg",2020-02-08 23:58:23
344,"RT @LaydenRobinson: #Bitcoin is steamrolling towards $10,000 and projected to go up to $20,000 by Summer. What are you waiting for?  #Inves…",2020-02-08 23:58:22
345,@love2everywon @CaseyAffleck1 @Randy_Couture @McConaughey @BenAffleck @zachbraff @JimmyKimmelLive @JimCarrey… https://t.co/5o2IjRKnVn,2020-02-08 23:58:20
346,"RT @TheBitfi: We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping out all lif…",2020-02-08 23:58:19
347,"RT @IvanOnTech: TIME FOR BED!!

Will I wake up with insane green numbers and Bitcoin is $10k+?",2020-02-08 23:58:17
348,"RT @ringcointech: Do not forget to check our website! It has important updates related to upcoming Union and exchanges.

https://t.co/BI27c…",2020-02-08 23:58:16
349,"RT @glassnode: This week saw numerous $BTC core on-chain metrics start to recover. 

After trending down since September 2019, #Bitcoin's d…",2020-02-08 23:58:16
350,Darknet Operator Faces 30 Years in Jail yet his Arrest Raises Many https://t.co/gtU77uZFM3 #bitcoin #bitcoinnews #btc #cryptocurrency,2020-02-08 23:58:13
351,Ponzi schemes &amp; other frauds involving bitcoin &amp; alt-coins lured at least $4.3 billion from investors in 2019-more… https://t.co/8EKufZnC0C,2020-02-08 23:58:08
352,"RT @TheBitfi: We still see comments that Bitcoin can go to $0 anytime. While anything is possible, including an asteroid wiping out all lif…",2020-02-08 23:58:07
353,"RT @IvanOnTech: TIME FOR BED!!

Will I wake up with insane green numbers and Bitcoin is $10k+?",2020-02-08 23:58:06
354,"RT @boy_xrp: So Jed “inspired” David Schwartz &amp; Arthur Britto to build what we all know to be the #XRPL &amp; #XRP ... Ok.

Why does my 🧠 have…",2020-02-08 23:58:06
355,"RT @StakerZero: 🏆🏆Centus Coin Airdrop
🥇🥇 Rewards: 100$ Worth Centus Token In Stellar Wallet

✅ Click Here : 
https://t.co/2WabWkRA2y

📌 Sig…",2020-02-08 23:58:02
